1,8.88824627710715
2,12.1306038129043
3,9.96904732383777
4,12.9903141154145
5,11.9191969682706
6,11.3962435057547
7,10.4007800358531
8,13.5447350942929
9,16.3607627367207
10,13.7961472271096
11,12.6012092925899
12,14.0274001067258
13,13.6454297244032
14,11.4045067848724
15,17.8777991738301
16,11.3554568459004
17,18.5201369652416
18,16.8660110788979
19,18.4429007676235
20,20.9345646482965
21,14.3598619472735
22,16.1206158786094
23,14.9390426645207
24,18.5520126010484
25,19.7696847816135
26,14.7399516440118
27,16.9086768729797
28,19.2747636378757
29,16.7332103198155
30,21.0099837681126
31,17.8961721200995
32,18.3360101376531
33,21.3491760750954
34,14.9672562560617
35,24.8256291780078
36,16.788331049041
37,13.9957392364762
38,15.5274809333419
39,13.5442298914597
40,15.935217232909
41,16.0153915643167
42,14.0528803502135
43,16.9216931449624
44,20.2180394994026
45,16.6778820164655
46,17.5336704224185
47,24.3829728992162
48,20.9512083292785
49,26.7191218822405
50,19.3024277466131
51,18.0837949257358
52,22.1327127409992
