exposure	asym	sequenced	caseid	infector	adult	missed	onset	sample	endinfectious	new_cases	infector_sample_time	infector_adult	isolated_time	isolated	week
0	FALSE	TRUE	1	0	FALSE	TRUE	11.6022813920778	12.7346782390834	14.250453634269	0			14.3826529616692	TRUE	1
5.64731921253866	FALSE	TRUE	2	1	FALSE	TRUE	12.0407415058896	15.2392973045778	15.2744756904938	0	12.7346782390834	FALSE	12.8287560280886	TRUE	1
4.74182553854069	FALSE	TRUE	3	1	TRUE	TRUE	12.2544490018928	14.1325147115348	15.6263590728575	0	12.7346782390834	FALSE	13.0424635240918	TRUE	1
4.78467614828321	FALSE	TRUE	4	1	TRUE	TRUE	10.4895459420067	13.2218186031688	14.7382884488392	0	12.7346782390834	FALSE	11.2775604642056	TRUE	1
4.10016050336845	FALSE	TRUE	5	1	FALSE	TRUE	12.4354303674342	14.4982910527325	16.9361007167079	0	12.7346782390834	FALSE	13.2234448896331	TRUE	1
5.27811136822519	FALSE	TRUE	6	1	TRUE	TRUE	12.1077685279864	14.117565456289	16.3017952508997	0	12.7346782390834	FALSE	12.8957830501853	TRUE	1
5.09040862518901	FALSE	TRUE	7	1	TRUE	TRUE	11.6479199916033	13.7569513826915	14.6381696929075	0	12.7346782390834	FALSE	12.4359345138022	TRUE	1
8.68917014220012	FALSE	TRUE	8	5	TRUE	TRUE	13.2278068691185	15.48072431065	16.0480971111741	0	14.4982910527325	FALSE	18.3896797879032	TRUE	1
9.18982991017064	FALSE	TRUE	9	5	TRUE	TRUE	16.0576683896687	16.8786810828718	18.3052644008711	0	14.4982910527325	FALSE	21.2195413084534	TRUE	2
9.02630064752848	FALSE	TRUE	10	5	TRUE	TRUE	15.2837499628613	17.4168901202561	16.7069383148432	0	14.4982910527325	FALSE	20.445622881646	TRUE	2
10.2025867091235	FALSE	TRUE	11	5	FALSE	TRUE	16.9226198994611	19.8336051193044	17.9514490766167	0	14.4982910527325	FALSE	22.0844928182458	TRUE	2
9.87408592540431	FALSE	TRUE	12	5	TRUE	TRUE	15.5314151453535	17.7558536810342	17.9464428933948	0	14.4982910527325	FALSE	20.6932880641382	TRUE	2
9.50770612357733	FALSE	TRUE	13	5	FALSE	TRUE	18.7082103485266	21.0836305843288	20.8259472689802	0	14.4982910527325	FALSE	23.8700832673113	TRUE	2
