exposure	asym	sequenced	caseid	infector	adult	missed	onset	sample	endinfectious	new_cases	infector_sample_time	infector_adult	isolated_time	isolated	week
0	FALSE	TRUE	1	0	FALSE	TRUE	7.35183151799591	8.71802543908857	10.7403798158187	0			12.1975762879058	TRUE	1
4.64530752946525	FALSE	TRUE	2	1	FALSE	TRUE	12.0829046550454	14.0692864498926	16.0555029895039	22	8.71802543908857	FALSE	16.678808163732	TRUE	1
6.09339077935131	FALSE	TRUE	3	1	TRUE	TRUE	14.3514753103617	16.4039206551976	20.5082473413208	0	8.71802543908857	FALSE	18.9473788190484	TRUE	2
5.76458651432776	FALSE	TRUE	4	1	FALSE	TRUE	10.2909611953099	11.4991030088388	11.4936550068308	0	8.71802543908857	FALSE	14.8868647039965	TRUE	1
5.58419128571947	FALSE	TRUE	5	1	FALSE	TRUE	8.7063749359138	9.65897216396124	9.48910675112817	0	8.71802543908857	FALSE	13.3022784446004	TRUE	1
4.6417305268131	FALSE	TRUE	6	1	FALSE	TRUE	14.5004504597276	15.9172272576314	18.9309622792835	0	8.71802543908857	FALSE	19.0963539684142	TRUE	2
5.49132227697354	FALSE	TRUE	7	1	FALSE	TRUE	9.68074174556493	10.9002576858374	14.9069700272641	0	8.71802543908857	FALSE	14.2766452542516	TRUE	1
4.97090969238072	FALSE	TRUE	8	1	FALSE	TRUE	15.8335380732625	17.4622715406845	18.9678660204199	0	8.71802543908857	FALSE	20.4294415819491	TRUE	2
5.9089500125442	FALSE	TRUE	9	1	FALSE	TRUE	15.4003727959746	17.0229221336519	21.7611214375391	0	8.71802543908857	FALSE	19.9962763046612	TRUE	2
4.97755352516333	FALSE	TRUE	10	1	FALSE	TRUE	11.4409725790536	13.4538628001902	14.159486333225	3	8.71802543908857	FALSE	16.0368760877402	TRUE	1
5.3040368187086	FALSE	TRUE	11	1	TRUE	TRUE	14.1216324184028	16.0270232087036	18.3236176096439	0	8.71802543908857	FALSE	18.7175359270894	TRUE	2
4.98596556770029	FALSE	TRUE	12	1	FALSE	TRUE	10.6718915994162	12.2618515345772	16.3774707211121	0	8.71802543908857	FALSE	15.2677951081028	TRUE	1
3.62678139500645	FALSE	TRUE	13	1	TRUE	TRUE	7.28017191646258	8.19804971913268	8.92351206080981	0	8.71802543908857	FALSE	11.8760754251492	TRUE	1
5.2203361787816	FALSE	TRUE	14	1	TRUE	TRUE	12.5614733656175	13.9658007929974	13.2747065124165	0	8.71802543908857	FALSE	17.1573768743042	TRUE	1
6.42492926515734	FALSE	TRUE	15	1	TRUE	TRUE	9.89716223090311	11.4216846680999	11.9938745512071	0	8.71802543908857	FALSE	14.4930657395897	TRUE	1
4.45666856301831	FALSE	TRUE	16	1	TRUE	TRUE	12.7851584911433	13.5884147486281	15.0164687304416	25	8.71802543908857	FALSE	17.3810619998299	TRUE	1
4.90141211361368	FALSE	TRUE	17	1	TRUE	TRUE	8.69297989218693	10.3918033716742	12.1829693608691	2	8.71802543908857	FALSE	13.2888834008736	TRUE	1
6.88102518344169	FALSE	TRUE	18	1	TRUE	TRUE	14.4089992782448	15.8392171238313	16.9567910333021	12	8.71802543908857	FALSE	19.0049027869315	TRUE	2
3.76695383452643	FALSE	TRUE	19	1	FALSE	TRUE	11.5224270111513	12.914018685716	12.7563161442887	0	8.71802543908857	FALSE	16.1183305198379	TRUE	1
5.96789408886817	FALSE	TRUE	20	1	FALSE	TRUE	7.94074595938045	11.0086742885215	9.13557250910219	0	8.71802543908857	FALSE	12.5366494680671	TRUE	1
5.84697931616229	FALSE	TRUE	21	1	FALSE	TRUE	13.022624367174	13.667558189615	16.1677886048107	0	8.71802543908857	FALSE	17.6185278758606	TRUE	1
5.06266334465446	FALSE	TRUE	22	1	FALSE	TRUE	12.7912219392267	15.2719358645611	14.6540608157098	4	8.71802543908857	FALSE	17.3871254479133	TRUE	1
5.30543858267362	FALSE	TRUE	23	1	FALSE	TRUE	11.6392187594612	13.5208463423563	14.4479292053074	22	8.71802543908857	FALSE	16.2351222681479	TRUE	1
