None,1,0
1,6,2.86572685101663
7,30,2.94913220042195
1,3,3.40900202377323
3,12,3.61357072538229
7,28,3.81207069269984
10,46,3.90444277921123
1,5,3.93390457121906
7,42,4.02311690071551
1,7,4.0928539360929
30,64,4.18533149316963
10,45,4.36492646511812
30,63,4.37590817473929
1,4,4.62489087908201
5,23,4.7978876883786
3,20,4.81124624176885
3,10,4.86968431796577
3,16,5.1305298609251
3,17,5.15743194712559
7,44,5.27501516505878
30,60,5.27694676252975
10,47,5.29840047801431
30,68,5.300070008527
7,35,5.31183917400322
10,48,5.62541082019832
3,13,5.71688544334675
30,65,5.73677299789651
3,9,5.73967865077935
60,80,5.75965718531026
30,71,5.83080890675466
7,24,5.85326888254906
1,2,5.98191807734784
30,66,6.02460425900741
7,26,6.13872492118981
7,29,6.18934183361997
3,14,6.2170863774232
7,27,6.22536522544806
19,53,6.23910897966688
7,33,6.27717153086962
1,1,6.31877644274498
7,40,6.44241383206936
3,21,6.59630531399674
3,22,6.65514277547376
7,39,6.91580914799458
10,49,6.96277299405478
7,43,6.96515884795234
7,37,6.99375709382746
30,69,6.99732600797805
43,77,7.02304021289234
7,41,7.02477066697901
35,72,7.15608852254842
82,87,7.29888893563377
35,75,7.33213185225372
7,38,7.35189177809083
3,19,7.36416786297408
3,18,7.46385453531088
30,70,7.53476886967173
7,32,7.59934186824418
7,36,7.66740435894652
3,8,7.67593333967015
80,82,7.72066156194791
7,31,7.72524902629078
43,78,7.86364420769401
36,76,7.89743602880128
10,51,8.02610914343731
7,34,8.0575035639526
19,55,8.09937799117525
3,15,8.11335825216788
7,25,8.16472472081111
80,83,8.16890115813882
3,11,8.19846332520031
17,17,8.26899458148851
7,7,8.29415874730847
3,3,8.31453733102359
23,58,8.61950609596656
65,65,8.89409182831505
35,73,8.93992409633653
30,67,8.94836054320175
23,57,9.14646093934392
19,56,9.17739431992524
30,62,9.17860947524589
10,52,9.42838015686843
28,28,9.48173870936532
30,61,9.52551254764102
35,74,9.55131290559616
19,54,9.65125490836471
10,50,9.69866675344753
24,59,9.76935817992042
5,5,9.78479444899243
10,10,9.79491176744046
57,79,9.99533569040082
80,81,10.1131030857984
13,13,10.3439291690602
30,30,10.3979645291968
64,64,10.4680784427971
29,29,10.5036265657934
80,80,10.5353058089387
82,85,10.6395519811298
27,27,10.6401781435286
48,48,10.9105223241171
82,88,11.1577998308361
39,39,11.2750827277014
