None	1	0
1	5	4.10016050336845
1	3	4.74182553854069
1	4	4.78467614828321
1	7	5.09040862518901
1	6	5.27811136822519
1	2	5.64731921253866
5	17	7.8977653338866
5	8	8.68917014220012
5	16	8.76033633384011
5	10	9.02630064752848
5	9	9.18982991017064
6	20	9.49634461701508
5	13	9.50770612357733
5	14	9.67652010081327
6	23	9.81046447547528
5	12	9.87408592540431
6	22	9.90723644631657
6	18	9.98765909242527
5	15	10.0258247680615
5	11	10.2025867091235
6	25	10.2618514769906
6	24	10.2732624132565
6	21	11.0048727590726
6	26	11.9051114600448
6	19	12.5692728335656
1	1	12.7347782390834
12	33	13.9644405600438
6	6	14.117665456289
12	29	14.3867706975644
5	5	14.4983910527325
12	34	14.5181258515981
13	35	14.5806286856531
8	27	14.7760040044142
12	31	15.0569630901708
25	37	15.1215094793016
12	32	15.4047581905436
12	30	15.4137811745782
8	8	15.48082431065
25	36	15.4976324765542
25	25	15.4977324765542
12	28	16.6429686202819
26	38	17.1691758685592
12	12	17.7559536810342
34	85	18.0815136574503
29	46	18.7066946258668
34	84	18.7296133387578
36	89	18.7616715240354
34	87	18.7637566391426
34	81	18.8335496073117
29	61	18.9490020578423
29	50	19.0570068923894
29	57	19.0711594948793
29	58	19.1277897495944
34	86	19.1828336631744
29	53	19.2611800476491
29	45	19.2872479942134
29	41	19.3404515421114
32	70	19.5096899798506
29	60	19.5553706468909
29	59	19.6152010883205
34	83	19.6551231882984
32	76	19.7654790358238
29	47	19.8205447787833
29	63	19.8263222368143
29	49	19.8754057073904
26	26	19.9288187001876
35	88	19.9756426937169
35	35	19.9757426937169
32	73	20.0259756185828
29	52	20.0481219047148
29	44	20.0807514192039
29	48	20.0879284719742
29	43	20.1936151311701
32	72	20.2402806580821
29	54	20.2914931983399
32	75	20.300092274381
32	66	20.3073285862215
29	51	20.3669956554084
29	42	20.3731595543702
34	80	20.4512671485617
29	55	20.4544428637021
34	82	20.6216243771509
32	74	20.6390698378644
29	40	20.6995412350536
34	79	20.713475865674
34	34	20.713575865674
32	77	20.7394564102167
29	62	20.8154410004592
32	64	20.8697866143645
32	71	21.0483084433574
32	78	21.0612431883074
13	13	21.0837305843288
29	56	21.2000764596214
32	68	21.329299074934
32	67	21.5420661718695
32	65	21.661875946583
32	69	21.8448168514399
28	39	22.5641124363814
36	36	22.5641584253445
28	28	22.5642124363814
84	268	22.7555862030841
85	269	22.8918302071344
38	90	22.9352485749205
57	149	23.0917558506666
84	264	23.1361358230911
81	254	23.1534664367994
84	259	23.1630654838434
81	252	23.1972771206719
84	262	23.2186751568791
84	265	23.2582055218245
50	142	23.2597224465176
81	247	23.4717148467298
72	232	23.5497457736541
81	249	23.617862228253
50	139	23.6288811078376
81	256	23.7063173450758
50	146	23.7161844435121
84	267	23.7388241031297
50	147	23.7957685977054
50	130	23.7998024881975
57	57	23.8087100806504
81	255	23.8335343220009
81	251	23.8945841262859
50	137	23.8963058302957
84	263	23.9073172855467
84	266	23.9100671509125
72	233	23.9319832063916
50	117	23.9323131930818
50	124	23.9625863266935
50	122	23.9750683172946
50	120	23.9820700637723
50	144	24.0121514358451
84	260	24.0289923539398
50	118	24.0691807076545
50	148	24.1114812470238
81	257	24.1282474768196
59	153	24.1725110392129
81	253	24.2139551325521
50	121	24.2198629187711
81	246	24.3105682441219
50	132	24.3448697857669
59	151	24.3623407439982
50	138	24.4177245201028
81	248	24.4271135607098
50	125	24.4765996981531
50	145	24.4998881605227
50	128	24.5486851343746
50	140	24.5622628271673
42	93	24.5633057374032
32	32	24.5669211195257
84	261	24.599945214443
50	127	24.6176737432767
50	123	24.624022901149
50	135	24.6556572994384
50	141	24.6599879877556
50	133	24.7206201305449
42	108	24.746371602494
50	126	24.7469199986294
47	111	24.7644882184752
50	131	24.7743915871833
72	225	24.7943581368773
29	29	24.7977385926285
72	231	24.8126444694583
81	250	24.8609283939272
72	235	24.9327448928296
83	258	24.9380370911608
50	134	25.0236158608004
48	116	25.0340835436827
50	119	25.0634633055877
38	38	25.0752896126126
42	96	25.1308731726792
50	129	25.1715994234514
59	152	25.1817169243602
42	99	25.1990578210326
59	154	25.2075405479166
47	112	25.2095311925465
42	94	25.2217562865044
74	242	25.2881148373082
47	114	25.3393547397619
72	224	25.3407409794142
59	155	25.3600780463914
50	143	25.370523915656
74	239	25.4359217084281
72	229	25.4511150376041
79	244	25.4747653572821
72	230	25.4784131286453
42	105	25.4997799891464
72	228	25.5074682922958
72	238	25.5118651673472
47	115	25.6387285173576
79	245	25.6529784630714
42	97	25.7468763827384
69	216	25.7669650120136
72	234	25.790908879165
42	101	25.797496167248
64	156	25.8204351739286
72	237	25.8297812649205
50	136	25.8485222656844
42	103	25.8537181258721
42	106	25.8626934324415
69	165	25.8683566852883
42	104	25.8855983023546
59	150	25.9506687093948
69	207	25.9585587620454
40	92	26.0424013017266
72	236	26.0474209356376
69	164	26.0721005611623
69	196	26.0814433456605
40	91	26.1210105488507
69	180	26.1211216392615
69	168	26.1287334685578
42	95	26.1424634931842
72	227	26.1608210017821
78	243	26.2031182949672
42	110	26.2152763317327
69	172	26.2891507293963
42	107	26.2993325865049
69	166	26.316442484336
69	218	26.3756573335691
42	109	26.3865688154427
69	161	26.3866105615647
74	240	26.4462418948861
69	212	26.4674118313451
42	98	26.5047948514015
69	184	26.5095337592431
74	241	26.5138703698512
69	199	26.5320658415181
69	189	26.5424963693673
42	102	26.5970725723268
72	226	26.6062502791315
40	40	26.6244796234202
42	100	26.6352915673847
69	188	26.6472471826213
69	185	26.6551405552686
69	223	26.6653714018884
69	215	26.6808475970691
50	50	26.7185930585155
69	202	26.7191340874575
69	211	26.7319501161708
69	213	26.7359721354344
69	206	26.7626104043574
69	197	26.771762057573
69	214	26.7811805629775
69	176	26.7889814947113
69	159	26.7931176136371
69	204	26.8081455640395
84	84	26.8648284893767
69	203	26.8931320467939
69	190	26.9317603425571
47	113	26.931793790091
69	173	26.9400852940468
69	209	26.9580827524757
69	201	26.9593689486555
69	160	26.9777897346668
69	162	26.9821025012922
69	163	26.9913092053178
69	193	27.0162634007292
69	198	27.0418438795208
69	178	27.0670421703263
69	221	27.067119475776
69	179	27.0797842618403
69	186	27.0998880362897
69	217	27.119263377471
69	170	27.1936033379648
69	175	27.2127839749384
69	191	27.2340632005463
69	183	27.2759269252275
69	194	27.285833075451
69	208	27.2965881496392
69	169	27.3232393804392
69	187	27.4644711031235
83	83	27.4952799511013
69	167	27.5055752026556
