exposure	asym	sequenced	caseid	infector	adult	missed	onset	sample	endinfectious	new_cases	infector_sample_time	infector_adult	isolated_time	isolated	week
0	FALSE	TRUE	1	0	FALSE	TRUE	9.68545006853018	10.2781987755402	11.2127128488982	0			12.5341201842678	TRUE	1
5.79365977889824	FALSE	TRUE	2	1	FALSE	TRUE	9.89226562019227	12.5918172512863	15.7795335849108	0	10.2781987755402	FALSE	10.9084527785025	TRUE	1
4.41183784181605	FALSE	TRUE	3	1	TRUE	TRUE	7.50954169442051	8.78284463459875	13.2377206409224	0	10.2781987755402	FALSE	8.5257288527307	TRUE	1
4.15063596221319	FALSE	TRUE	4	1	FALSE	TRUE	9.03951939955445	10.2415512987325	13.3090900039802	0	10.2781987755402	FALSE	10.0557065578646	TRUE	1
8.36360588610101	FALSE	TRUE	5	4	TRUE	TRUE	11.2955945184921	13.6243127674239	12.6883283275217	0	10.2415512987325	FALSE	14.7809699723616	TRUE	1
9.72569780292795	FALSE	TRUE	6	4	TRUE	TRUE	16.9342036837409	19.0064812199446	20.38491506478	0	10.2415512987325	FALSE	20.4195791376104	TRUE	2
9.68100047766499	FALSE	TRUE	7	4	FALSE	TRUE	16.4908680361765	17.6496491629136	21.8448826756968	26	10.2415512987325	FALSE	19.9762434900459	TRUE	2
9.08643790403308	FALSE	TRUE	8	4	FALSE	TRUE	15.0528228867321	18.2647236004653	19.0318067842131	5	10.2415512987325	FALSE	18.5381983406016	TRUE	2
9.59792852688259	FALSE	TRUE	9	4	FALSE	TRUE	13.7892593533076	15.7614039815161	17.5234698774009	1	10.2415512987325	FALSE	17.2746348071771	TRUE	1
9.14332988641666	FALSE	TRUE	10	4	TRUE	TRUE	10.4933053914514	11.8826418794371	13.5923151826072	0	10.2415512987325	FALSE	13.9786808453209	TRUE	1
9.44345769272989	FALSE	TRUE	11	4	FALSE	TRUE	14.573636168309	16.3659462216957	16.6555665025002	33	10.2415512987325	FALSE	18.0590116221785	TRUE	2
9.17916946640035	FALSE	TRUE	12	4	FALSE	TRUE	13.748964937057	15.9089569730743	15.582187760832	13	10.2415512987325	FALSE	17.2343403909265	TRUE	1
8.31209478747404	FALSE	TRUE	13	4	FALSE	TRUE	14.9568873199353	16.8625484059898	18.6870392383422	0	10.2415512987325	FALSE	18.4422627738048	TRUE	2
8.89073353547956	FALSE	TRUE	14	4	TRUE	TRUE	18.9586376821737	19.8379949279245	23.0047882660896	0	10.2415512987325	FALSE	22.4440131360432	TRUE	2
8.96259274834459	FALSE	TRUE	15	4	TRUE	TRUE	17.8122770742768	19.2298901618334	19.2311427943774	5	10.2415512987325	FALSE	21.2976525281463	TRUE	2
9.69860606472661	FALSE	TRUE	16	4	FALSE	TRUE	12.2143032698706	13.4687048393071	16.0162783043988	0	10.2415512987325	FALSE	15.6996787237401	TRUE	1
9.17933447622226	FALSE	TRUE	17	4	FALSE	TRUE	10.129512408157	11.6971562190021	15.7338565411817	5	10.2415512987325	FALSE	13.6148878620265	TRUE	1
9.1980669183151	FALSE	TRUE	18	4	TRUE	TRUE	10.0652497361007	11.3256572090671	12.2007633765078	0	10.2415512987325	FALSE	13.5506251899702	TRUE	1
9.15675946367106	FALSE	TRUE	19	4	FALSE	TRUE	14.2856284576104	15.6755584962256	19.421343322647	0	10.2415512987325	FALSE	17.7710039114798	TRUE	2
9.52608383172217	FALSE	TRUE	20	4	FALSE	TRUE	12.5542628518389	14.9099053106254	16.3470307680009	0	10.2415512987325	FALSE	16.0396383057083	TRUE	1
9.58924714429492	FALSE	TRUE	21	4	TRUE	TRUE	18.4948154858349	19.8647584713246	24.1980453517139	1	10.2415512987325	FALSE	21.9801909397044	TRUE	2
8.7675041475462	FALSE	TRUE	22	4	TRUE	TRUE	12.1017895224006	13.073374773594	14.8713543208379	10	10.2415512987325	FALSE	15.58716497627	TRUE	1
9.66866943489268	FALSE	TRUE	23	4	TRUE	TRUE	14.4525627314857	15.8622592721099	15.9033382912155	1	10.2415512987325	FALSE	17.9379381853552	TRUE	2
7.91855383537832	FALSE	TRUE	24	4	TRUE	TRUE	15.3100365292342	15.7516464454898	21.1340910893396	0	10.2415512987325	FALSE	18.7954119831036	TRUE	2
8.71019921263345	FALSE	TRUE	25	4	FALSE	TRUE	11.9845510174582	15.6402493248497	14.711885070315	3	10.2415512987325	FALSE	15.4699264713277	TRUE	1
8.98755244745723	FALSE	TRUE	26	4	TRUE	TRUE	14.4467602190831	15.4502068652442	18.7146267826871	0	10.2415512987325	FALSE	17.9321356729526	TRUE	2
9.31324660576972	FALSE	TRUE	27	4	FALSE	TRUE	15.4487873182185	17.2854770147385	17.4104751853739	1	10.2415512987325	FALSE	18.934162772088	TRUE	2
9.63333595440866	FALSE	TRUE	28	4	TRUE	TRUE	17.669097638013	20.1644384256736	21.4948112847038	0	10.2415512987325	FALSE	21.1544730918825	TRUE	2
8.32092761156041	FALSE	TRUE	29	4	FALSE	TRUE	12.1927217994001	14.633551404066	15.2545821609519	0	10.2415512987325	FALSE	15.6780972532695	TRUE	1
14.7886839925465	FALSE	TRUE	30	7	TRUE	TRUE	16.1169048940583	17.3579458043329	18.1895686511981		17.6496491629136	FALSE	20.4910233181648	FALSE	2
16.2116255158549	FALSE	TRUE	31	7	TRUE	TRUE	24.5879101221754	27.9127642613098	27.2006002513216		17.6496491629136	FALSE	28.9620285462819	FALSE	3
15.5238969030276	FALSE	TRUE	32	7	FALSE	TRUE	22.0885009317283	24.0155731202676	24.576595915427		17.6496491629136	FALSE	26.4626193558348	FALSE	3
14.9199900122718	FALSE	TRUE	33	7	FALSE	TRUE	23.180164733023	24.8266249788888	28.794888911161		17.6496491629136	FALSE	27.5542831571295	FALSE	3
14.6496144130339	FALSE	TRUE	34	7	FALSE	TRUE	21.86265052852	23.1685190399508	25.0925446550775		17.6496491629136	FALSE	26.2367689526265	FALSE	3
15.6439721830316	FALSE	TRUE	35	7	FALSE	TRUE	19.3581228107849	21.0117922464159	21.2283435139919		17.6496491629136	FALSE	23.7322412348914	FALSE	2
14.3221781946245	FALSE	TRUE	36	7	FALSE	TRUE	18.7135668604599	21.2067759042014	21.4673708380987		17.6496491629136	FALSE	23.0876852845665	FALSE	2
16.0883750414043	FALSE	TRUE	37	7	FALSE	TRUE	26.2033185034445	26.9795100919211	30.4237378647349		17.6496491629136	FALSE	30.577436927551	FALSE	3
14.2670148647712	FALSE	TRUE	38	7	FALSE	TRUE	20.4954829119572	21.9535724917343	21.6620836867103		17.6496491629136	FALSE	24.8696013360637	FALSE	2
